scenario,sector,year,total_emissions,co2_emissions
Baseline,Residential buildings,2035,67.20775321896176,66.85446031779247
Baseline,Residential buildings,2036,67.44232866939852,67.08900373709099
Baseline,Residential buildings,2037,67.67720239852684,67.32384377671957
Baseline,Residential buildings,2038,67.90665774955345,67.55851461976562
Baseline,Residential buildings,2039,68.14597467660623,67.79779083551341
Baseline,Residential buildings,2040,68.38033306124761,68.03213683018576
Baseline,Residential buildings,2041,68.75386316237284,68.40488685415346
Baseline,Residential buildings,2042,69.12724108955666,68.77748500876567
Baseline,Residential buildings,2043,69.4945495180832,69.14993525282426
Baseline,Residential buildings,2044,69.86695387108567,69.52157222218281
Baseline,Residential buildings,2045,70.23916537595147,69.89306879519344
Baseline,Residential buildings,2046,70.6112867707231,70.2644285386141
Baseline,Residential buildings,2047,70.98327509237835,70.6356548993997
Baseline,Residential buildings,2048,71.35513367974008,71.0067512096902
Baseline,Residential buildings,2049,71.72686576133646,71.37772069155169
Baseline,Residential buildings,2050,72.09847445991804,71.74856646148432
Baseline,Shipping,2025,14.28076345609222,14.05846567870117
Baseline,Shipping,2026,14.26953694657464,14.04657567637543
Baseline,Shipping,2027,14.13455809904922,13.91191532049824
Baseline,Shipping,2028,14.06025954731142,13.83725221109325
Baseline,Shipping,2029,13.99041485391465,13.76703435850219
Baseline,Shipping,2030,13.94027096753664,13.71576586761621
Baseline,Shipping,2031,13.91837547555929,13.69201912142438
Baseline,Shipping,2032,13.97029413371901,13.74169032411362
Baseline,Shipping,2033,14.05445334729565,13.82294599567003
Baseline,Shipping,2034,14.2125280904115,13.97856882059665
Baseline,Shipping,2035,14.39363625521294,14.15832910396849
Baseline,Shipping,2036,14.61962037346552,14.38318013251965
Baseline,Shipping,2037,14.87778905849764,14.6396571075381
Baseline,Shipping,2038,15.11361748220363,14.87479831367986
Baseline,Shipping,2039,15.30107391592775,15.06095812002897
Baseline,Shipping,2040,15.47339625145983,15.23178844196392
Baseline,Shipping,2041,15.69091832480362,15.44795486029475
Baseline,Shipping,2042,15.89938487773908,15.65605396201
Baseline,Shipping,2043,16.23766494056003,15.99304368805536
Baseline,Shipping,2044,16.58176017667439,16.33572945433574
Baseline,Shipping,2045,16.92204814515432,16.67451797068208
Baseline,Shipping,2046,17.22650346432421,16.97706053390844
Baseline,Shipping,2047,17.49995398871424,17.24827180599391
Baseline,Shipping,2048,17.63877196261635,17.38566967151266
Baseline,Shipping,2049,17.78307697316167,17.52842704282573
Baseline,Shipping,2050,17.89469906743168,17.63907247798766
Baseline,Surface transport,2025,104.0353602736231,103.1251187115227
Baseline,Surface transport,2026,104.2918833562252,103.3809015116048
Baseline,Surface transport,2027,104.6800794729278,103.7669839879199
Baseline,Surface transport,2028,105.1447438270158,104.2287097098475
Baseline,Surface transport,2029,105.6951768185028,104.7753206918142
Baseline,Surface transport,2030,106.5236063513022,105.5973516992819
Baseline,Surface transport,2031,107.2863212228153,106.3540591020121
Baseline,Surface transport,2032,108.0572686031908,107.1190387420153
Baseline,Surface transport,2033,108.8376122326786,107.8933777124639
Baseline,Surface transport,2034,109.6508798165646,108.7002597445321
Baseline,Surface transport,2035,110.5490738596316,109.5917521569087
Baseline,Surface transport,2036,111.2731572105413,110.3101110253492
Baseline,Surface transport,2037,111.9906091671212,111.0217805303929
Baseline,Surface transport,2038,112.7063845390644,111.7317738054126
Baseline,Surface transport,2039,113.4333143211068,112.4528914011935
Baseline,Surface transport,2040,114.2757254416186,113.2888514509975
Baseline,Surface transport,2041,114.8428278716377,113.8512804513268
Baseline,Surface transport,2042,115.4380099916386,114.4415126556985
Baseline,Surface transport,2043,116.0360932476672,115.0346719372442
Baseline,Surface transport,2044,116.6574322285056,115.6508629938337
Baseline,Surface transport,2045,117.3743202759609,116.3622610770637
Baseline,Surface transport,2046,117.8151436831182,116.799307008373
Baseline,Surface transport,2047,118.2665715959598,117.2468468709047
Baseline,Surface transport,2048,118.7251294095391,117.7014198547936
Baseline,Surface transport,2049,119.1774184656776,118.1497855201905
Baseline,Surface transport,2050,119.7122761928777,118.6804121853646
Baseline,Waste,2025,25.64293361027526,8.28428585323163
Baseline,Waste,2026,25.97096136887633,8.847442024355239
Baseline,Waste,2027,25.85279507079073,8.943258913626597
Baseline,Waste,2028,25.79011185919562,9.034895937777327
Baseline,Waste,2029,25.77519853316149,9.133475238922285
Baseline,Waste,2030,25.73311689329802,9.22963265053321
Baseline,Waste,2031,25.71281951587665,9.320252503670641
Baseline,Waste,2032,25.72021349921737,9.409003211209615
Baseline,Waste,2033,25.73376366918272,9.496476745119294
Baseline,Waste,2034,25.78045083926419,9.583026892566528
Baseline,Waste,2035,25.83651914595469,9.66865148218322
Baseline,Waste,2036,25.90153162843574,9.753050498299864
Baseline,Waste,2037,25.97800497442953,9.833149700648036
Baseline,Waste,2038,26.06393756642382,9.914548349966473
Baseline,Waste,2039,26.16215427941693,9.997727084005883
Baseline,Waste,2040,26.25979515105152,10.07887271859693
Baseline,Waste,2041,26.37202899200841,10.17656251677572
Baseline,Waste,2042,26.47747771884559,10.27425231495455
Baseline,Waste,2043,26.49437041091504,10.28538346562508
Baseline,Waste,2044,26.69001773738651,10.46963191131213
Baseline,Waste,2045,26.79874785954565,10.56732170949093
Baseline,Waste,2046,26.90168965549708,10.6660921399732
Baseline,Waste,2047,27.01016863277358,10.76378193815203
Baseline,Waste,2048,27.11737552959013,10.86039110402734
Baseline,Waste,2049,27.22829481323577,10.95916153450961
Baseline,Waste,2050,27.31076882084037,11.0568513326884
